date,amount,category,subcategory,description,payment_mode
2026-05-03 17:27:30,245.22,Education,Stationery,Paid for stationery,Debit Card
2026-03-16 10:07:50,382.57,Shopping,Toiletries,Paid for toiletries,Credit Card
2026-06-29 08:59:50,17.16,Travel,Auto/E-Rickshaw,Auto to college,UPI
2026-05-14 14:22:55,424.46,Food,Restaurant,Paid for restaurant,UPI
2026-03-14 13:19:27,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-06-17 20:09:59,43.84,Travel,Metro Fare,Paid for metro fare,UPI
2026-06-08 16:43:58,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-03-23 10:04:10,186.96,Food,Groceries,Paid for groceries,UPI
2026-03-19 13:42:55,148.09,Food,Groceries,Paid for groceries,UPI
2026-01-05 11:36:36,766.37,Food,Restaurant,Paid for restaurant,UPI
2026-02-24 23:54:21,223.09,Food,Groceries,Paid for groceries,Debit Card
2026-04-27 21:00:13,499,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2026-03-25 13:55:09,666,Recharge,Mobile Data,Paid for mobile data,Cash
2026-01-01 14:04:44,550.0,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-05-20 15:18:06,68.86,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2026-05-05 08:12:30,493.04,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Credit Card
2026-06-15 12:45:42,193.63,Food,Zomato/Swiggy,Late night dessert,UPI
2025-11-22 12:01:24,14.68,Snacks,Tea/Coffee,Chai at tapri,UPI
2025-10-08 12:01:19,296.32,Food,Zomato/Swiggy,Burger & Fries,UPI
2025-10-20 10:36:19,611.08,Food,Restaurant,Paid for restaurant,Credit Card
2026-06-23 23:47:22,240.58,Food,Groceries,Paid for groceries,Credit Card
2026-06-11 22:44:55,383.16,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-03-14 18:10:00,294.58,Food,Restaurant,Paid for restaurant,UPI
2026-03-30 10:41:40,199,Recharge,Mobile Data,Paid for mobile data,Credit Card
2026-05-02 17:54:30,343.58,Food,Zomato/Swiggy,Pizza party,Debit Card
2025-07-26 20:36:22,2452.05,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-06-27 13:09:58,770.36,Food,Restaurant,Paid for restaurant,UPI
2026-04-24 08:59:33,499,Recharge,OTT Subscription,Paid for ott subscription,Cash
2025-12-09 18:28:48,2245.74,Shopping,Clothes,Paid for clothes,Credit Card
2026-01-04 19:20:57,1773.88,Education,Exam Registration,Paid for exam registration,UPI
2026-04-15 19:10:58,28.91,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-01-03 10:20:12,521.58,Food,Restaurant,Paid for restaurant,UPI
2026-05-21 18:57:54,19.02,Snacks,Tea/Coffee,Chai & biscuits,UPI
2025-11-01 17:01:26,2823.49,Shopping,Footwear,Paid for footwear,Debit Card
2026-03-13 22:35:03,39.69,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-06-17 18:31:01,499,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-02-02 10:41:51,1640.46,Education,Exam Registration,Paid for exam registration,Credit Card
2026-01-19 14:09:13,193.96,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-02-15 16:41:11,1355.37,Shopping,Clothes,Paid for clothes,UPI
2025-10-12 16:01:59,42.81,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-05-27 13:34:45,3866.11,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-06-09 10:32:12,56.01,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-05-17 17:26:12,428.55,Food,Zomato/Swiggy,Late night dessert,UPI
2026-04-21 10:47:32,226.41,Food,Groceries,Paid for groceries,UPI
2026-06-27 15:38:18,1852.84,Shopping,Footwear,Paid for footwear,Debit Card
2026-06-21 22:52:28,204.5,Entertainment,Gaming Parlor,Paid for gaming parlor,Debit Card
2025-12-24 08:10:47,39.7,Education,Reference Books,Paid for reference books,UPI
2026-06-08 09:07:03,216.52,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-05-28 17:34:26,341.57,Travel,Uber/Ola Cab,Paid for uber/ola cab,Credit Card
2026-06-24 19:59:15,6347.33,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-03-03 09:32:06,2322.0,Education,Exam Registration,Paid for exam registration,Debit Card
2025-09-08 10:47:47,34.27,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-11-26 17:20:11,163.71,Entertainment,Movie Ticket,IMAX show,UPI
2025-12-31 11:25:04,237.11,Food,Groceries,Paid for groceries,UPI
2026-05-15 11:37:55,5242.33,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2025-12-18 15:20:38,397.11,Food,Zomato/Swiggy,Biryani order,UPI
2025-11-23 22:12:38,49.26,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-04-16 23:22:34,77.45,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-20 16:54:40,285.26,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-04-26 13:36:49,55.35,Travel,Auto/E-Rickshaw,Auto to college,UPI
2026-03-02 12:14:23,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-05-06 18:27:35,2153.8,Food,Hostel Mess,Paid for hostel mess,Debit Card
2025-09-06 20:19:09,387.15,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-04-30 19:57:49,2239.56,Shopping,Clothes,Paid for clothes,Credit Card
2026-06-20 19:08:19,240.57,Food,Groceries,Paid for groceries,Cash
2026-04-11 12:52:00,286.8,Food,Zomato/Swiggy,Late night dessert,UPI
2026-03-21 12:26:37,11694.37,Shopping,Electronics,Paid for electronics,Credit Card
2026-02-07 12:20:31,374.42,Food,Zomato/Swiggy,Pizza party,Debit Card
2026-05-08 15:32:31,442.73,Food,Zomato/Swiggy,Pizza party,Cash
2026-06-06 17:12:24,211.0,Food,Zomato/Swiggy,Pizza party,UPI
2026-06-26 08:05:41,377.38,Food,Zomato/Swiggy,Burger & Fries,UPI
2025-12-11 17:00:32,116.92,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2026-01-19 21:41:26,299,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-05-17 17:04:18,747.42,Food,Restaurant,Paid for restaurant,UPI
2026-06-06 08:03:41,559.48,Food,Restaurant,Paid for restaurant,UPI
2026-01-03 14:24:06,303.41,Food,Zomato/Swiggy,Burger & Fries,Cash
2026-01-22 13:31:10,49.81,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-02-25 23:45:01,1384.57,Medical,Pharmacy,Paid for pharmacy,Debit Card
2026-05-01 12:27:22,1051.41,Education,Exam Registration,Paid for exam registration,Credit Card
2026-05-26 14:06:54,37.17,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2026-04-24 17:53:05,423.05,Other,Hostel Security,Paid for hostel security,Cash
2025-12-26 23:43:16,46.84,Travel,Metro Fare,Paid for metro fare,UPI
2025-09-25 10:55:57,299,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2026-01-24 21:35:19,204.41,Entertainment,Movie Ticket,IMAX show,UPI
2026-02-19 21:25:00,382.54,Education,Reference Books,Paid for reference books,UPI
2025-11-01 18:24:04,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-03-03 18:27:30,313.06,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-02-06 10:10:05,3365.89,Food,Hostel Mess,Paid for hostel mess,Credit Card
2025-12-26 09:26:13,484.74,Entertainment,Gaming Parlor,Paid for gaming parlor,Cash
2026-05-24 18:17:49,451.01,Food,Restaurant,Paid for restaurant,Credit Card
2026-02-06 08:21:16,229.67,Food,Zomato/Swiggy,Pizza party,Debit Card
2026-02-20 20:40:52,414.79,Food,Restaurant,Paid for restaurant,Debit Card
2025-11-28 15:08:07,75.91,Food,Groceries,Paid for groceries,UPI
2026-02-27 19:16:51,155.41,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2026-06-06 10:44:15,354.75,Food,Zomato/Swiggy,Late night dessert,Debit Card
2026-05-03 17:49:07,1050.25,Shopping,Footwear,Paid for footwear,UPI
2026-03-23 20:53:46,565.93,Food,Restaurant,Paid for restaurant,Cash
2026-05-24 21:43:27,4153.46,Shopping,Electronics,Paid for electronics,Debit Card
2026-02-02 09:27:28,95.58,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-05-04 20:31:18,719,Recharge,Mobile Data,Paid for mobile data,UPI
2026-02-01 21:47:07,2350.08,Education,Exam Registration,Paid for exam registration,Credit Card
2025-10-22 20:58:06,405.87,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-05-03 12:56:36,4995.56,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-02-07 22:23:17,414.4,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2026-03-12 20:03:48,42.5,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-09-16 11:07:55,191.53,Food,Groceries,Paid for groceries,UPI
2026-01-19 19:29:17,88.16,Food,Groceries,Paid for groceries,UPI
2026-04-19 10:47:02,198.93,Food,Groceries,Paid for groceries,Debit Card
2026-06-20 14:13:39,769.18,Medical,First Aid,Paid for first aid,UPI
2026-05-21 12:21:58,1950.4,Shopping,Footwear,Paid for footwear,UPI
2026-05-25 21:43:12,333.54,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-02-14 16:55:33,1134.28,Shopping,Footwear,Paid for footwear,Debit Card
2026-06-06 16:18:22,3759.0,Education,Online Course,Paid for online course,Credit Card
2026-05-13 10:29:03,46.86,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-15 11:42:11,585.12,Food,Restaurant,Paid for restaurant,UPI
2025-11-06 17:05:47,615.6,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-12-16 09:51:28,431.45,Travel,Uber/Ola Cab,Paid for uber/ola cab,Cash
2025-11-25 15:45:27,823.28,Shopping,Footwear,Paid for footwear,UPI
2025-12-29 21:12:25,241.6,Food,Groceries,Paid for groceries,UPI
2026-05-01 14:44:33,62.7,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-08-06 10:42:28,729.47,Food,Restaurant,Paid for restaurant,UPI
2026-06-25 20:48:14,299,Recharge,OTT Subscription,Paid for ott subscription,Credit Card
2026-03-22 12:51:55,369.28,Food,Restaurant,Paid for restaurant,Cash
2026-04-12 15:21:48,115.26,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-12-08 14:51:11,2450.56,Shopping,Footwear,Paid for footwear,Credit Card
2026-01-01 19:52:46,43.19,Travel,Metro Fare,Paid for metro fare,UPI
2025-11-26 20:10:50,8995.78,Shopping,Electronics,Paid for electronics,Credit Card
2026-06-05 12:56:40,299,Recharge,Mobile Data,Paid for mobile data,UPI
2026-03-28 13:22:56,153.05,Education,Reference Books,Paid for reference books,UPI
2025-12-09 18:49:52,4314.37,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-01-29 23:03:43,30.55,Travel,Metro Fare,Paid for metro fare,UPI
2026-01-04 13:40:40,720.44,Food,Restaurant,Paid for restaurant,UPI
2026-05-01 14:50:27,319.76,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-11-20 23:53:00,6056.47,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-01-28 16:03:44,167.62,Food,Groceries,Paid for groceries,UPI
2026-06-17 16:50:42,107.23,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2025-10-15 15:28:34,163.44,Food,Groceries,Paid for groceries,Debit Card
2026-06-15 13:37:19,104.16,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-05-07 23:58:04,2158.59,Education,Exam Registration,Paid for exam registration,UPI
2026-01-17 12:44:57,181.96,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-03-01 13:33:47,3469.53,Food,Hostel Mess,Paid for hostel mess,Credit Card
2025-08-02 14:07:13,3673.22,Shopping,Electronics,Paid for electronics,Debit Card
2026-05-04 15:44:50,222.77,Food,Groceries,Paid for groceries,UPI
2025-10-02 11:32:00,736.2,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-05-26 23:28:06,38.44,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-08 08:36:56,110.96,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-02-06 20:21:13,1048.57,Medical,First Aid,Paid for first aid,UPI
2026-05-28 10:46:29,31.42,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-06-08 19:01:26,417.56,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Cash
2026-04-08 14:46:45,508.5,Food,Restaurant,Paid for restaurant,Debit Card
2026-04-27 08:32:42,577.04,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-09-03 15:13:59,58.42,Food,Groceries,Paid for groceries,UPI
2025-09-10 08:32:17,364.28,Food,Zomato/Swiggy,Late night dessert,Cash
2026-06-29 21:40:17,1506.08,Shopping,Clothes,Paid for clothes,UPI
2026-02-02 08:33:37,557.28,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Debit Card
2026-02-15 18:51:35,69.8,Food,Groceries,Paid for groceries,UPI
2026-04-20 11:55:37,1619.05,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-06-24 17:03:59,719,Recharge,Mobile Data,Paid for mobile data,UPI
2026-04-06 10:15:41,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-01-06 11:29:56,5092.83,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-06-17 12:27:51,118.55,Food,Groceries,Paid for groceries,UPI
2026-03-20 14:41:02,211.03,Shopping,Toiletries,Paid for toiletries,UPI
2026-03-28 08:32:00,361.67,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-11-01 11:32:23,1547.71,Shopping,Clothes,Paid for clothes,Debit Card
2026-06-18 10:54:20,499,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-03-08 10:22:23,2804.84,Shopping,Footwear,Paid for footwear,Credit Card
2026-04-07 16:39:44,2424.97,Entertainment,Weekend Outing,Paid for weekend outing,Credit Card
2025-12-18 20:32:33,199,Recharge,Mobile Data,Paid for mobile data,Cash
2026-06-22 19:01:16,62.52,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-01-18 15:08:18,2629.76,Shopping,Clothes,Paid for clothes,Credit Card
2026-01-29 19:02:36,319.64,Medical,First Aid,Paid for first aid,Cash
2025-12-20 17:53:21,52.65,Travel,Auto/E-Rickshaw,Auto to college,UPI
2026-02-21 12:53:34,234.55,Entertainment,Gaming Parlor,Paid for gaming parlor,Debit Card
2026-03-22 19:21:54,119.73,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2025-07-11 12:45:06,467.7,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-01-06 15:26:31,105.64,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-02-02 16:22:32,43.23,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-04-21 15:16:05,2488.91,Education,Exam Registration,Paid for exam registration,Debit Card
2026-02-15 15:31:48,730.35,Food,Restaurant,Paid for restaurant,Cash
2026-06-20 21:26:23,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2025-11-11 23:24:45,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-03-05 11:08:01,472.86,Food,Restaurant,Paid for restaurant,UPI
2026-06-28 22:14:40,342.25,Food,Restaurant,Paid for restaurant,UPI
2026-03-19 18:49:50,289.25,Entertainment,Movie Ticket,IMAX show,Debit Card
2026-02-04 12:11:47,4579.09,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-06-22 17:27:50,200,Medical,Doctor Consultation,Paid for doctor consultation,UPI
2026-01-07 16:49:08,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-06-22 08:06:45,59.55,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-31 12:57:12,356.86,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-03-06 20:07:06,2490.5,Shopping,Clothes,Paid for clothes,UPI
2025-11-11 12:42:18,1219.66,Medical,First Aid,Paid for first aid,Credit Card
2026-03-14 22:39:58,28.21,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-01-31 10:35:29,3377.13,Education,Online Course,Paid for online course,UPI
2025-08-13 11:31:54,666,Recharge,Mobile Data,Paid for mobile data,Credit Card
2026-03-09 18:58:55,47.2,Travel,Auto/E-Rickshaw,Shared auto to market,Cash
2026-04-01 15:47:24,15.0,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2025-10-20 22:19:06,51.98,Food,Groceries,Paid for groceries,UPI
2026-03-17 15:22:11,364.25,Food,Zomato/Swiggy,Burger & Fries,Cash
2026-02-11 09:25:42,732.89,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Debit Card
2025-10-10 17:19:29,299,Recharge,OTT Subscription,Paid for ott subscription,Cash
2026-06-03 08:33:50,499,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2026-05-04 12:14:57,61.46,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-10-21 22:58:40,95.73,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2026-05-28 20:16:01,22.71,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-03-11 13:53:49,460.28,Food,Restaurant,Paid for restaurant,UPI
2026-05-04 18:34:18,842.86,Shopping,Footwear,Paid for footwear,UPI
2026-01-06 19:06:00,61.23,Food,Groceries,Paid for groceries,UPI
2026-06-04 22:27:48,299,Recharge,Mobile Data,Paid for mobile data,UPI
2025-12-21 08:58:27,224.03,Food,Groceries,Paid for groceries,Debit Card
2025-09-14 14:46:39,199,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-01-28 17:29:26,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-04-04 14:47:30,156.46,Food,Groceries,Paid for groceries,UPI
2025-07-31 19:53:51,1000.89,Shopping,Electronics,Paid for electronics,Credit Card
2026-03-19 23:19:59,2596.93,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-04-30 19:12:55,41.38,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-11-17 12:15:20,61.05,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-26 15:29:31,16.99,Snacks,Tea/Coffee,Chai & biscuits,Cash
2026-05-09 22:08:05,862.1,Shopping,Footwear,Paid for footwear,UPI
2026-05-23 13:30:42,516.96,Food,Restaurant,Paid for restaurant,UPI
2026-04-10 16:51:11,11708.2,Shopping,Electronics,Paid for electronics,Credit Card
2026-05-08 12:56:07,148.47,Food,Groceries,Paid for groceries,Cash
2025-10-04 11:21:18,1497.34,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-05-06 08:52:05,499,Recharge,OTT Subscription,Paid for ott subscription,Cash
2026-01-16 17:26:50,85.28,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-04-11 22:30:17,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-01-07 19:42:04,342.71,Education,Reference Books,Paid for reference books,UPI
2026-01-03 21:51:33,839,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-05-31 22:00:50,327.47,Food,Restaurant,Paid for restaurant,UPI
2026-01-22 10:25:45,39.85,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-06-10 23:33:49,13.74,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-06-18 16:55:52,286.82,Food,Restaurant,Paid for restaurant,UPI
2026-04-06 09:52:17,485.11,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-03-22 10:31:25,224.79,Food,Zomato/Swiggy,Biryani order,UPI
2026-06-21 12:13:59,16.12,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-01-24 22:07:49,11.51,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-04-08 21:46:04,106.94,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-10 11:28:27,395.93,Food,Zomato/Swiggy,Pizza party,UPI
2026-06-26 10:19:28,87.96,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-05-26 11:51:03,80.67,Other,Miscellaneous,Paid for miscellaneous,UPI
2026-02-05 08:28:52,29.37,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-13 22:44:54,237.64,Food,Groceries,Paid for groceries,Debit Card
2026-03-12 22:17:37,20.82,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-22 20:16:56,192.55,Education,Reference Books,Paid for reference books,UPI
2026-04-29 09:43:25,541.67,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-03-09 23:24:18,184.78,Food,Groceries,Paid for groceries,UPI
2026-06-16 23:48:46,780.72,Food,Restaurant,Paid for restaurant,UPI
2025-11-21 12:13:15,208.02,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-08-07 16:25:14,118.89,Food,Groceries,Paid for groceries,UPI
2026-01-26 14:21:34,288.54,Food,Zomato/Swiggy,Pizza party,Debit Card
2026-04-29 21:47:32,1074.9,Shopping,Clothes,Paid for clothes,UPI
2026-01-13 17:14:44,50.66,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-16 18:37:41,368.45,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-11-11 20:20:22,10.47,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-06-13 18:42:13,694.22,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-02-21 17:16:24,2247.8,Shopping,Footwear,Paid for footwear,Debit Card
2026-05-14 19:02:01,2864.7,Shopping,Clothes,Paid for clothes,Credit Card
2025-10-28 13:45:51,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-06-03 23:23:52,18.31,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-05-23 09:32:04,726.93,Entertainment,Weekend Outing,Paid for weekend outing,Debit Card
2026-02-20 13:42:17,226.01,Shopping,Toiletries,Paid for toiletries,UPI
2026-05-29 18:35:13,393.97,Food,Restaurant,Paid for restaurant,Debit Card
2026-03-01 09:30:22,202.98,Food,Zomato/Swiggy,Pizza party,Debit Card
2026-06-09 17:12:35,789.14,Other,Hostel Security,Paid for hostel security,UPI
2025-12-24 22:38:46,666,Recharge,Mobile Data,Paid for mobile data,Debit Card
2025-09-10 12:52:33,248.51,Food,Groceries,Paid for groceries,UPI
2026-02-03 23:41:14,2748.7,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-05-01 20:11:16,188.6,Food,Groceries,Paid for groceries,Credit Card
2026-04-09 21:53:53,12628.92,Shopping,Electronics,Paid for electronics,Credit Card
2025-11-14 11:33:49,144.41,Food,Groceries,Paid for groceries,UPI
2026-05-14 22:46:26,335.34,Other,Hostel Security,Paid for hostel security,Debit Card
2026-04-25 08:19:13,311.33,Food,Zomato/Swiggy,Biryani order,Cash
2026-04-19 15:20:58,279.0,Food,Zomato/Swiggy,Burger & Fries,Cash
2026-03-26 12:28:35,71.16,Food,Groceries,Paid for groceries,UPI
2025-12-09 22:27:54,342.5,Food,Restaurant,Paid for restaurant,UPI
